0.75,2.52
0.76,2.53
0.76,2.55
0.75,2.56
0.76,2.57
0.76,2.58
0.75,2.58
0.76,2.58
0.76,2.60
0.75,2.61
0.75,2.61
0.76,2.59
0.76,2.58
0.75,2.55
0.76,2.48
0.76,2.50
0.75,2.50
0.76,2.50
0.76,2.50
0.75,2.50
0.76,2.50
0.76,2.50
0.75,2.49
0.75,2.49
0.77,2.49
0.75,2.48
0.75,2.49
0.76,2.49
0.75,2.49
0.75,2.49
0.76,2.49
0.76,2.48
0.75,2.48
0.76,2.48
0.76,2.49
0.75,2.49
0.76,2.49
0.76,2.49
0.75,2.48
0.76,2.47
0.76,2.46
0.75,2.46
0.75,2.45
0.77,2.44
0.75,2.44
0.75,2.44
0.76,2.44
0.76,2.43
0.75,2.43
0.76,2.34
0.76,2.38
0.75,2.41
0.76,2.41
0.76,2.42
0.75,2.42
0.76,2.43
0.76,2.42
0.75,2.42
0.75,2.42
0.76,2.42
0.75,2.43
0.75,2.44
0.76,2.45
0.76,2.47
0.75,2.48
0.76,2.51
0.76,2.52
0.75,2.53
0.76,2.55
0.76,2.57
0.75,2.59
0.76,2.60
0.76,2.61
0.75,2.61
0.76,2.61
0.77,2.60
0.75,2.58
0.75,2.55
0.76,2.52
0.75,2.50
0.75,2.49
0.76,2.49
0.76,2.49
0.75,2.50
0.76,2.44
0.76,2.42
0.75,2.45
0.76,2.48
0.76,2.50
0.75,2.51
0.75,2.52
0.76,2.52
0.75,2.51
0.75,2.51
0.77,2.51
0.75,2.51
0.75,2.50
0.76,2.50
0.76,2.49
0.75,2.49
0.76,2.49
0.76,2.50
0.75,2.49
0.76,2.49
0.76,2.49
0.75,2.47
0.75,2.46
0.76,2.44
0.75,2.42
0.75,2.41
0.76,2.39
0.76,2.40
0.75,2.40
0.76,2.42
0.76,2.42
0.75,2.42
0.76,2.42
0.76,2.41
0.75,2.41
0.76,2.41
0.76,2.31
0.75,2.36
0.75,2.40
0.76,2.43
0.75,2.43
0.75,2.43
0.76,2.43
0.75,2.43
0.75,2.42
0.76,2.42
0.76,2.43
0.75,2.43
0.76,2.44
0.76,2.44
0.75,2.44
0.76,2.44
0.76,2.45
0.75,2.45
0.76,2.45
0.76,2.47
0.75,2.50
0.75,2.52
0.77,2.54
0.75,2.56
0.75,2.57
0.77,2.58
0.76,2.58
0.75,2.58
0.76,2.58
0.76,2.58
0.75,2.58
0.76,2.58
0.76,2.57
0.75,2.54
0.76,2.53
0.77,2.51
0.75,2.41
0.75,2.44
0.76,2.45
0.75,2.45
0.75,2.45
0.76,2.45
0.76,2.45
0.75,2.45
0.76,2.46
0.76,2.46
0.75,2.47
0.76,2.47
0.76,2.48
0.75,2.49
0.76,2.50
0.76,2.50
0.75,2.50
0.76,2.49
0.77,2.48
0.75,2.48
0.76,2.47
0.76,2.47
0.76,2.46
0.75,2.45
0.76,2.45
0.76,2.43
0.75,2.41
0.76,2.40
0.76,2.39
0.75,2.39
0.76,2.39
0.76,2.39
0.75,2.39
0.75,2.40
0.77,2.41
0.77,2.37
0.75,2.38
0.76,2.40
0.75,2.42
0.75,2.43
0.76,2.44
0.76,2.45
0.75,2.44
0.76,2.43
0.76,2.42
0.75,2.41
0.76,2.40
0.76,2.40
0.75,2.41
0.76,2.42
0.77,2.42
0.75,2.44
0.75,2.45
0.76,2.47
0.76,2.47
0.75,2.48
0.76,2.50
0.76,2.51
0.75,2.53
0.76,2.53
0.76,2.54
0.75,2.54
0.76,2.54
0.76,2.54
0.75,2.53
0.76,2.52
0.77,2.51
0.75,2.49
0.75,2.49
0.77,2.49
0.75,2.49
0.75,2.42
0.77,2.45
0.76,2.47
0.75,2.48
0.76,2.48
0.76,2.47
0.75,2.46
0.76,2.46
0.76,2.45
0.75,2.46
0.76,2.47
0.76,2.46
0.75,2.46
0.76,2.46
0.76,2.45
0.75,2.45
0.75,2.45
0.77,2.44
0.76,2.44
0.75,2.45
0.76,2.45
0.76,2.45
0.75,2.44
0.76,2.45
0.76,2.45
0.75,2.44
0.76,2.42
0.77,2.41
0.75,2.40
0.76,2.39
0.77,2.40
0.75,2.39
0.75,2.39
0.77,2.40
0.76,2.40
0.76,2.35
0.76,2.35
0.76,2.38
0.75,2.42
0.76,2.44
0.76,2.46
0.75,2.46
0.76,2.45
0.76,2.43
0.75,2.43
0.76,2.42
0.77,2.42
0.76,2.42
0.75,2.42
0.76,2.41
0.76,2.41
0.75,2.41
0.76,2.43
0.76,2.44
0.75,2.46
0.76,2.48
0.76,2.50
0.75,2.51
0.76,2.54
0.76,2.54
0.75,2.54
0.76,2.54
0.77,2.53
0.75,2.52
0.76,2.51
0.77,2.50
0.76,2.50
0.75,2.50
0.76,2.50
0.76,2.49
0.75,2.49
0.76,2.39
0.76,2.41
0.75,2.41
0.76,2.42
0.76,2.44
0.75,2.45
0.76,2.45
0.76,2.47
0.75,2.47
0.75,2.46
0.77,2.46
0.75,2.45
0.75,2.45
0.76,2.44
0.76,2.44
0.75,2.46
0.76,2.46
0.76,2.46
0.75,2.45
0.76,2.45
0.76,2.44
0.75,2.43
0.76,2.42
0.76,2.42
0.75,2.42
0.75,2.42
0.76,2.41
0.76,2.39
0.75,2.39
0.76,2.39
0.76,2.38
0.75,2.38
0.77,2.38
0.76,2.39
0.75,2.39
0.76,2.32
0.77,2.35
0.75,2.37
0.76,2.39
0.77,2.41
0.75,2.41
0.76,2.42
0.77,2.43
0.75,2.44
0.75,2.46
0.77,2.46
0.76,2.47
0.75,2.47
0.76,2.47
0.76,2.47
0.75,2.48
0.76,2.50
0.76,2.51
0.75,2.52
0.76,2.53
0.76,2.53
0.75,2.53
0.75,2.54
0.76,2.53
0.75,2.51
0.75,2.50
0.77,2.49
0.76,2.48
0.75,2.48
0.76,2.47
0.76,2.47
0.75,2.47
0.76,2.46
0.76,2.46
0.75,2.45
0.76,2.45
0.76,2.38
0.75,2.42
0.76,2.46
0.76,2.48
0.75,2.49
0.75,2.50
0.77,2.49
0.76,2.49
0.75,2.50
0.77,2.48
0.76,2.47
0.75,2.46
0.76,2.45
0.77,2.44
0.75,2.43
0.76,2.42
0.77,2.42
0.75,2.42
0.76,2.43
0.77,2.44
0.76,2.43
0.75,2.43
0.77,2.44
0.76,2.44
0.75,2.44
0.77,2.44
0.76,2.44
0.75,2.43
0.77,2.43
0.76,2.43
0.75,2.41
0.76,2.40
0.77,2.39
0.75,2.40
0.76,2.40
0.77,2.39
0.75,2.33
0.75,2.37
0.77,2.42
0.76,2.44
0.75,2.46
0.77,2.46
0.76,2.47
0.75,2.47
0.77,2.46
0.76,2.44
0.75,2.44
0.76,2.45
0.77,2.46
0.75,2.46
0.76,2.48
0.77,2.51
0.75,2.53
0.76,2.52
0.77,2.51
0.76,2.49
0.75,2.48
0.77,2.47
0.76,2.47
0.75,2.48
0.76,2.49
0.76,2.50
0.75,2.50
0.76,2.49
0.76,2.48
0.76,2.47
0.76,2.47
0.76,2.47
0.76,2.48
0.76,2.47
0.77,2.46
0.76,2.45
0.75,2.39
0.76,2.42
0.76,2.44
0.75,2.46
0.77,2.47
0.76,2.46
0.75,2.46
0.76,2.46
0.76,2.46
0.75,2.45
0.76,2.43
0.77,2.41
0.75,2.40
0.75,2.40
0.77,2.41
0.76,2.41
0.76,2.41
0.77,2.41
0.76,2.40
0.75,2.42
0.76,2.42
0.76,2.42
0.75,2.42
0.77,2.43
0.77,2.42
0.75,2.43
0.76,2.44
0.77,2.44
0.75,2.44
0.76,2.43
0.77,2.41
0.75,2.41
0.76,2.41
0.77,2.41
0.76,2.41
0.75,2.31
0.77,2.36
0.76,2.39
0.75,2.42
0.76,2.43
0.76,2.43
0.75,2.44
0.76,2.44
0.77,2.45
0.75,2.46
0.76,2.48
0.77,2.51
0.75,2.51
0.76,2.51
0.77,2.51
0.75,2.51
0.75,2.51
0.77,2.50
0.76,2.50
0.75,2.49
0.77,2.49
0.76,2.48
0.75,2.48
0.76,2.47
0.77,2.45
0.76,2.45
0.76,2.43
0.77,2.43
0.75,2.43
0.75,2.44
0.77,2.44
0.76,2.43
0.76,2.43
0.77,2.42
0.76,2.42
0.75,2.42
0.77,2.36
0.76,2.39
0.75,2.42
0.76,2.45
0.77,2.47
0.75,2.48
0.76,2.49
0.77,2.50
0.76,2.49
0.76,2.47
0.77,2.46
0.76,2.46
0.75,2.46
0.77,2.45
0.76,2.44
0.75,2.44
0.77,2.43
0.76,2.42
0.75,2.42
0.77,2.41
0.76,2.41
0.75,2.42
0.76,2.42
0.77,2.42
0.76,2.43
0.76,2.44
0.77,2.44
0.76,2.44
0.76,2.44
0.77,2.43
0.76,2.43
0.75,2.44
0.77,2.45
0.76,2.44
0.75,2.44
0.76,2.37
0.76,2.40
0.75,2.43
0.76,2.46
0.77,2.50
0.75,2.52
0.76,2.53
0.77,2.54
0.76,2.54
0.76,2.54
0.77,2.54
0.76,2.54
0.75,2.53
0.77,2.52
0.76,2.52
0.75,2.51
0.76,2.50
0.77,2.47
0.75,2.47
0.76,2.46
0.77,2.45
0.75,2.45
0.76,2.45
0.77,2.44
0.75,2.44
0.76,2.45
0.77,2.45
0.76,2.44
0.76,2.45
0.77,2.47
0.76,2.47
0.75,2.48
0.77,2.48
0.76,2.49
0.75,2.48
0.76,2.48
0.77,2.41
0.75,2.43
0.76,2.44
0.77,2.45
0.76,2.46
0.76,2.46
0.77,2.46
0.76,2.46
0.75,2.46
0.77,2.46
0.76,2.45
0.76,2.45
0.76,2.44
0.76,2.43
0.75,2.42
0.76,2.42
0.77,2.41
0.75,2.43
0.76,2.45
0.77,2.45
0.76,2.46
0.76,2.46
0.77,2.46
0.75,2.45
0.76,2.46
0.77,2.45
0.76,2.46
0.75,2.46
0.77,2.45
0.76,2.45
0.75,2.45
0.76,2.44
0.77,2.46
0.75,2.48
0.76,2.50
0.77,2.45
0.75,2.49
0.76,2.52
0.77,2.54
0.76,2.55
0.76,2.56
0.77,2.57
0.76,2.55
0.75,2.55
0.77,2.54
0.76,2.53
0.75,2.52
0.77,2.52
0.76,2.50
0.75,2.49
0.76,2.48
0.77,2.47
0.76,2.46
0.76,2.46
0.77,2.47
0.76,2.47
0.76,2.47
0.77,2.47
0.76,2.47
0.76,2.47
0.77,2.48
0.76,2.48
0.75,2.48
0.77,2.49
0.76,2.49
0.75,2.49
0.77,2.50
0.77,2.49
0.75,2.48
0.76,2.47
0.77,2.39
0.76,2.42
0.76,2.45
0.77,2.46
0.76,2.46
0.75,2.46
0.77,2.46
0.76,2.45
0.75,2.47
0.77,2.47
0.76,2.48
0.75,2.49
0.76,2.49
0.77,2.48
0.75,2.47
0.76,2.47
0.77,2.46
0.75,2.45
0.76,2.44
0.77,2.45
0.76,2.44
0.76,2.44
0.77,2.45
0.76,2.44
0.75,2.44
0.77,2.44
0.76,2.44
0.75,2.45
0.77,2.45
0.76,2.46
0.76,2.47
0.76,2.50
0.77,2.52
0.76,2.53
0.76,2.53
0.77,2.47
0.76,2.48
0.76,2.51
0.77,2.52
0.76,2.53
0.75,2.54
0.77,2.57
0.76,2.58
0.75,2.58
0.76,2.58
0.76,2.56
0.75,2.55
0.77,2.54
0.77,2.52
0.75,2.50
0.76,2.50
0.77,2.50
0.76,2.49
0.76,2.48
0.77,2.48
0.76,2.48
0.76,2.48
0.77,2.48
0.76,2.48
0.75,2.48
0.77,2.49
0.76,2.50
0.75,2.49
0.76,2.50
0.77,2.49
0.76,2.49
0.76,2.49
0.77,2.49
0.76,2.48
0.76,2.48
0.77,2.48
0.76,2.39
0.75,2.42
0.77,2.44
0.76,2.45
0.75,2.47
0.77,2.47
0.76,2.47
0.75,2.47
0.76,2.48
0.77,2.48
0.76,2.47
0.76,2.47
0.77,2.46
0.76,2.46
0.76,2.45
0.77,2.45
0.76,2.45
0.76,2.46
0.77,2.47
0.76,2.48
0.76,2.47
0.77,2.46
0.77,2.45
0.75,2.44
0.77,2.44
0.77,2.44
0.75,2.44
0.76,2.46
0.77,2.47
0.76,2.50
0.76,2.51
0.77,2.52
0.76,2.53
0.76,2.55
0.77,2.56
0.76,2.56
0.75,2.49
0.77,2.53
0.76,2.54
0.75,2.54
0.76,2.55
0.77,2.54
0.76,2.54
0.76,2.54
0.77,2.53
0.76,2.52
0.76,2.52
0.77,2.52
0.76,2.50
0.75,2.49
0.77,2.48
0.76,2.48
0.75,2.47
0.77,2.46
0.77,2.47
0.75,2.47
0.77,2.48
0.77,2.49
0.75,2.50
0.76,2.51
0.77,2.52
0.76,2.52
0.76,2.51
0.77,2.51
0.76,2.50
0.76,2.51
0.77,2.50
0.76,2.50
0.76,2.50
0.77,2.49
0.76,2.48
0.76,2.39
0.77,2.42
0.76,2.44
0.76,2.47
0.76,2.49
0.77,2.50
0.76,2.50
0.76,2.51
0.77,2.49
0.76,2.48
0.76,2.46
0.77,2.46
0.76,2.45
0.76,2.44
0.77,2.44
0.76,2.45
0.75,2.45
0.77,2.45
0.76,2.45
0.75,2.46
0.77,2.47
0.77,2.47
0.76,2.48
0.76,2.47
0.77,2.46
0.76,2.47
0.76,2.48
0.77,2.47
0.76,2.46
0.76,2.47
0.77,2.47
0.76,2.48
0.76,2.50
0.77,2.53
0.76,2.55
0.76,2.54
0.77,2.50
0.77,2.53
0.76,2.56
0.76,2.57
0.77,2.58
0.76,2.59
0.76,2.58
0.77,2.58
0.76,2.57
0.76,2.56
0.77,2.55
0.76,2.53
0.76,2.51
0.77,2.50
0.77,2.49
0.76,2.49
0.77,2.49
0.77,2.49
0.75,2.49
0.76,2.49
0.77,2.49
0.76,2.50
0.76,2.50
0.77,2.49
0.76,2.49
0.76,2.50
0.77,2.51
0.76,2.50
0.76,2.50
0.77,2.50
0.76,2.48
0.75,2.47
0.77,2.47
0.77,2.47
0.76,2.46
0.76,2.39
0.77,2.44
0.76,2.46
0.76,2.48
0.77,2.48
0.76,2.47
0.76,2.46
0.77,2.46
0.76,2.46
0.76,2.46
0.77,2.45
0.76,2.45
0.76,2.45
0.77,2.46
0.77,2.46
0.75,2.46
0.76,2.46
0.77,2.45
0.75,2.46
0.76,2.47
0.77,2.47
0.76,2.47
0.76,2.47
0.77,2.46
0.76,2.46
0.76,2.46
0.77,2.47
0.76,2.48
0.76,2.49
0.77,2.52
0.77,2.53
0.75,2.55
0.77,2.57
0.77,2.59
0.76,2.59
0.76,2.59
0.77,2.52
0.76,2.54
0.76,2.57
0.77,2.57
0.76,2.58
0.76,2.58
0.77,2.56
0.76,2.55
0.76,2.53
0.77,2.52
0.77,2.51
0.75,2.51
0.77,2.51
0.77,2.51
0.76,2.50
0.76,2.50
0.77,2.49
0.76,2.48
0.76,2.49
0.77,2.48
0.76,2.49
0.76,2.50
0.77,2.51
0.76,2.50
0.76,2.51
0.76,2.50
0.76,2.49
0.75,2.48
0.76,2.48
0.76,2.48
0.75,2.48
0.76,2.50
0.77,2.52
0.76,2.51
0.76,2.51
0.77,2.43
0.76,2.45
0.76,2.46
0.77,2.46
0.76,2.46
0.76,2.46
0.77,2.46
0.76,2.46
0.75,2.45
0.77,2.45
0.76,2.44
0.75,2.44
0.76,2.44
0.77,2.43
0.76,2.43
0.76,2.44
0.77,2.44
0.76,2.43
0.76,2.44
0.77,2.44
0.76,2.44
0.76,2.45
0.77,2.47
0.76,2.48
0.76,2.50
0.77,2.54
0.77,2.56
0.76,2.58
0.77,2.59
0.77,2.61
0.76,2.61
0.76,2.61
0.77,2.61
0.76,2.60
0.76,2.59
0.77,2.52
0.76,2.54
0.76,2.55
0.77,2.54
0.76,2.54
0.76,2.54
0.77,2.54
0.77,2.53
0.76,2.53
0.77,2.53
0.77,2.53
0.76,2.53
0.77,2.54
0.77,2.53
0.76,2.52
0.76,2.51
0.77,2.50
0.76,2.49
0.76,2.50
0.77,2.51
0.76,2.50
0.76,2.50
0.77,2.50
0.77,2.49
0.76,2.48
0.77,2.48
0.77,2.47
0.76,2.47
0.76,2.47
0.77,2.48
0.76,2.48
0.76,2.48
0.77,2.47
0.76,2.47
0.76,2.46
0.77,2.39
0.76,2.41
0.76,2.44
0.78,2.46
0.77,2.47
0.76,2.48
0.77,2.48
0.77,2.48
0.76,2.47
0.76,2.47
0.77,2.47
0.76,2.46
0.76,2.46
0.77,2.45
0.76,2.45
0.76,2.46
0.77,2.45
0.76,2.46
0.76,2.47
0.77,2.49
0.76,2.51
0.76,2.53
0.77,2.57
0.77,2.58
0.76,2.61
0.77,2.61
0.77,2.62
0.76,2.61
0.77,2.61
0.77,2.61
0.76,2.58
0.76,2.56
0.77,2.55
0.76,2.54
0.76,2.54
0.77,2.45
0.77,2.49
0.76,2.52
0.77,2.53
0.77,2.53
0.76,2.52
0.77,2.51
0.77,2.50
0.76,2.50
0.76,2.50
0.77,2.51
0.76,2.51
0.76,2.51
0.77,2.51
0.76,2.51
0.76,2.51
0.77,2.50
0.76,2.48
0.76,2.46
0.77,2.46
0.77,2.45
0.76,2.44
0.77,2.43
0.77,2.44
0.76,2.44
0.76,2.46
0.77,2.47
0.76,2.47
0.76,2.47
0.77,2.46
0.76,2.45
0.76,2.43
0.77,2.43
0.76,2.43
0.76,2.43
0.77,2.44
0.77,2.37
0.76,2.40
0.77,2.42
0.77,2.43
0.76,2.44
0.77,2.44
0.77,2.44
0.76,2.44
0.76,2.47
0.77,2.48
0.76,2.49
0.76,2.50
0.77,2.50
0.76,2.50
0.76,2.51
0.77,2.53
0.76,2.54
0.76,2.56
0.77,2.58
0.77,2.60
0.76,2.61
0.77,2.63
0.77,2.64
0.76,2.64
0.76,2.63
0.77,2.62
0.76,2.60
0.76,2.58
0.77,2.56
0.76,2.55
0.76,2.55
0.77,2.53
0.76,2.52
0.76,2.50
0.77,2.49
0.77,2.41
0.76,2.45
0.77,2.47
0.77,2.49
0.76,2.49
0.76,2.52
0.77,2.53
0.76,2.53
0.76,2.53
0.77,2.52
0.76,2.50
0.76,2.50
0.77,2.49
0.76,2.49
0.76,2.48
0.77,2.49
0.77,2.49
0.76,2.48
0.77,2.49
0.77,2.48
0.76,2.47
0.77,2.47
0.77,2.47
0.76,2.47
0.76,2.47
0.77,2.46
0.76,2.45
0.76,2.44
0.77,2.43
0.76,2.43
0.76,2.43
0.77,2.44
0.76,2.43
0.76,2.43
0.77,2.43
0.77,2.34
0.76,2.39
0.77,2.44
0.77,2.48
0.76,2.51
0.76,2.56
0.77,2.60
0.76,2.62
0.76,2.65
0.77,2.66
0.76,2.66
0.76,2.65
0.77,2.64
0.77,2.62
0.76,2.62
0.77,2.61
0.77,2.60
0.76,2.57
0.77,2.55
0.77,2.53
0.76,2.51
0.76,2.49
0.77,2.48
0.76,2.48
0.76,2.49
0.77,2.49
0.77,2.50
0.76,2.50
0.77,2.50
0.77,2.50
0.76,2.50
0.77,2.50
0.77,2.49
0.76,2.50
0.77,2.50
0.77,2.50
0.76,2.41
0.77,2.46
0.77,2.48
0.76,2.49
0.76,2.50
0.77,2.50
0.77,2.50
0.76,2.50
0.77,2.51
0.77,2.49
0.76,2.48
0.77,2.47
0.77,2.46
0.76,2.45
0.77,2.43
0.77,2.43
0.76,2.42
0.76,2.43
0.77,2.43
0.76,2.42
0.76,2.42
0.77,2.42
0.76,2.42
0.76,2.41
0.78,2.41
0.76,2.42
0.76,2.43
0.77,2.46
0.77,2.49
0.76,2.52
0.77,2.55
0.77,2.57
0.76,2.60
0.76,2.63
0.77,2.64
0.76,2.57
0.77,2.61
0.77,2.63
0.76,2.64
0.76,2.65
0.77,2.64
0.77,2.63
0.76,2.61
0.77,2.60
0.77,2.58
0.76,2.58
0.77,2.56
0.77,2.55
0.76,2.53
0.77,2.51
0.77,2.49
0.76,2.48
0.77,2.47
0.77,2.47
0.76,2.48
0.76,2.49
0.77,2.49
0.76,2.49
0.76,2.50
0.77,2.50
0.77,2.49
0.76,2.50
0.77,2.50
0.77,2.49
0.76,2.49
0.77,2.49
0.77,2.49
0.76,2.49
0.76,2.49
0.77,2.47
0.76,2.44
0.76,2.39
0.77,2.41
0.76,2.43
0.76,2.45
0.78,2.46
0.77,2.46
0.76,2.46
0.77,2.47
0.77,2.46
0.76,2.45
0.77,2.43
0.77,2.43
0.76,2.42
0.77,2.42
0.77,2.42
0.76,2.42
0.76,2.43
0.77,2.42
0.76,2.43
0.76,2.45
0.77,2.47
0.76,2.50
0.76,2.53
0.78,2.57
0.77,2.59
0.76,2.62
0.77,2.63
0.77,2.62
0.76,2.61
0.77,2.61
0.77,2.58
0.76,2.56
0.76,2.56
0.77,2.54
0.76,2.53
0.76,2.46
0.77,2.51
0.77,2.52
0.76,2.53
0.77,2.54
0.76,2.54
0.76,2.54
0.77,2.53
0.77,2.53
0.76,2.51
0.77,2.50
0.77,2.49
0.76,2.48
0.76,2.48
0.77,2.48
